City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
323,barcelos,41.5388,-8.6151,294.09,70,83,2.1,PT,1681763787
324,vung tau,10.346,107.0843,300.19,85,74,3.74,VN,1681763882
325,puerto del rosario,28.5004,-13.8627,293.01,73,20,8.75,ES,1681763883
326,great yarmouth,52.6083,1.7305,281.21,94,6,4.82,GB,1681763883
327,cayenne,4.9333,-52.3333,297.17,100,75,2.57,GF,1681763884
328,raudeberg,61.9875,5.1352,279.52,75,82,1.35,NO,1681763884
329,lewiston,44.1003,-70.2148,283.34,97,100,4.12,US,1681763885
330,fairlie,55.756,-4.8556,287.16,86,94,2.74,GB,1681763885
331,port hedland,-20.3167,118.5667,291.18,52,22,4.12,AU,1681763885
332,victoria,22.2855,114.1577,299.44,87,6,2.24,HK,1681763885
333,nanhai,30.1282,111.7784,293.65,97,76,2.26,CN,1681763886
334,atkinson,42.8384,-71.147,284.17,95,100,3.6,US,1681763886
335,stratonion,40.5141,23.8247,284.69,87,26,2.11,GR,1681763886
336,svetlaya,46.5389,138.3297,274.64,73,8,1.19,RU,1681763886
337,berdigestyakh,62.0989,126.6992,265.63,95,100,3.56,RU,1681763590
338,conde,-7.2597,-34.9075,301.85,74,20,3.6,BR,1681763887
339,sao filipe,14.8961,-24.4956,297.07,78,12,4.68,CV,1681763887
340,katsuura,35.1333,140.3,288.22,72,90,6.07,JP,1681763887
341,yulara,-25.2406,130.9889,287.18,47,71,3.21,AU,1681763888
342,nadym,65.5333,72.5167,262.24,95,100,4.21,RU,1681763888
343,coquimbo,-29.9533,-71.3436,292.0,63,0,5.66,CL,1681763713
344,el vendrell,41.2167,1.5333,289.13,84,17,1.34,ES,1681763794
345,kyra,49.5776,111.9753,266.88,63,19,0.86,RU,1681763889
346,kununurra,-15.7667,128.7333,287.14,94,32,1.54,AU,1681763772
347,wajid,3.8093,43.2471,298.56,77,59,5.16,SO,1681763889
348,amuntai,-2.4177,115.2494,295.84,99,100,1.13,ID,1681763890
349,west lafayette,40.4259,-86.9081,279.03,72,100,7.72,US,1681763714
350,adrar,20.5022,-10.0711,303.61,20,25,4.49,MR,1681763890
351,myanaung,18.2833,95.3167,300.49,69,0,1.67,MM,1681763890
352,novoagansk,61.9449,76.6625,246.53,100,85,1.87,RU,1681763891
353,soyo,-6.1349,12.3689,298.99,88,100,2.96,AO,1681763891
354,airai,-8.9266,125.4092,288.43,93,85,0.66,TL,1681763892
355,cascais,38.6979,-9.4215,296.79,28,0,6.69,PT,1681763892
356,chuy,-33.6971,-53.4616,288.12,61,4,3.07,UY,1681763892
357,verkh-usugli,52.7,115.1667,265.78,72,24,1.12,RU,1681763892
358,kot radha kishan,31.1725,74.0997,303.21,25,53,2.52,PK,1681763893
359,tigil,57.8,158.6667,274.07,81,100,4.2,RU,1681763893
360,cherskiy,68.75,161.3,266.31,80,83,2.11,RU,1681763894
361,udachnyy,66.4167,112.4,267.73,96,100,4.01,RU,1681763894
362,tura,25.5198,90.2201,299.15,67,2,3.14,IN,1681763894
363,parauna,-16.9478,-50.4486,298.7,69,83,1.17,BR,1681763894
364,lorengau,-2.0226,147.2712,300.3,79,87,1.48,PG,1681763895
